SCENARIO,Year,GenX.Region,base_TWh,water_heat_TWh,space_heat_TWh,ldev_TWh,mhbev_TWh,dg_TWh,dg_TWh_curtail,Total_TWh
current_policy,2040,MIS_East,164.48,2.89,10.65,2.56,0.04,0.17,0,180.45
current_policy,2040,NY_East,117.19,4.69,22.18,2.67,0.05,2.11,0,144.67
current_policy,2040,NY_West,47.38,1.65,7.79,0.94,0.02,0.74,0,57.03
current_policy,2040,PJM_COMD,88.79,4.59,14.74,2.09,0.05,0.76,0,109.5
current_policy,2040,PJM_Delaware,15.22,0.96,2.6,0.39,0.01,1.22,0,17.96
current_policy,2040,PJM_Dom,95.75,6.29,14.07,2.49,0.03,0.19,0,118.45
current_policy,2040,PJM_NJCoast,19.16,1.2,5.61,0.69,0.01,2.23,0,24.44
current_policy,2040,PJM_NJLand,52.37,2.3,10.79,1.33,0.03,4.3,0,62.52
current_policy,2040,PJM_PECO,34.81,3.22,9.63,1.13,0.04,0.24,0,48.59
current_policy,2040,PJM_SMAC,44.84,4.83,13.83,1.65,0.05,7.82,0,57.39
current_policy,2040,PJM_WEST,339.13,18.27,42.05,8.11,0.2,1.38,0,406.37
current_policy,2040,PJM_WestMAC,70.03,3.18,9.51,1.12,0.04,0.23,0,83.64
current_policy,2040,SC_TVA,85.58,25.82,52.01,11.16,0.25,0.16,0,174.65
current_policy,2040,SC_VACA,226.46,12.87,23.26,4.77,0.1,0.75,0,266.71
current_policy,2050,MIS_Central,197.83,12.98,33.92,8.45,0.31,0.83,0,252.66
current_policy,2050,MIS_East,178.12,2.76,12.82,3.45,0.07,0.17,0,197.05
current_policy,2050,NY_East,133.35,4.6,26.12,2.52,0.09,2.11,0,164.56
current_policy,2050,NY_West,46.91,1.62,9.18,0.88,0.03,0.74,0,57.87
current_policy,2050,PJM_COMD,91.49,4.39,17.17,2.82,0.08,0.75,0,115.2
current_policy,2050,PJM_Delaware,15.53,1.04,2.67,0.52,0.02,1.27,0,18.5
current_policy,2050,PJM_Dom,103.69,6.89,14.66,3.47,0.06,0.19,0,128.58
current_policy,2050,PJM_NJCoast,19.55,1.19,6.47,0.94,0.02,2.23,0,25.93
current_policy,2050,PJM_NJLand,53.43,2.28,12.44,1.8,0.04,4.3,0,65.7
current_policy,2050,PJM_PECO,35.51,3.12,11.2,1.54,0.06,0.24,0,51.21
current_policy,2050,PJM_SMAC,45.75,5.04,14.7,2.22,0.08,8.23,0,59.55
current_policy,2050,PJM_WEST,378.34,18.02,46.72,11.03,0.35,1.42,0,453.04
current_policy,2050,PJM_WestMAC,71.44,3.08,11.07,1.52,0.06,0.23,0,86.95
current_policy,2050,SC_TVA,89.06,27.35,52.69,15.74,0.46,0.16,0,185.15
current_policy,2050,SC_VACA,252.64,13.95,24.1,6.72,0.18,0.75,0,296.85
deep_decarbonization,2022,MIS_Central,172.05,11.1,28.82,1.88,0.31,0.71,0,213.45
deep_decarbonization,2022,MIS_East,142.5,1.96,7.08,0.79,0.07,0.17,0,152.24
deep_decarbonization,2022,NY_East,92.88,3.37,11.35,0.52,0.06,2.11,0,106.08
deep_decarbonization,2022,NY_West,48.24,1.18,3.99,0.18,0.02,0.74,0,52.88
deep_decarbonization,2022,PJM_COMD,84.13,3.29,11.08,0.63,0.1,0.38,0,98.84
deep_decarbonization,2022,PJM_Delaware,14.68,0.69,2.53,0.13,0.01,0.72,0,17.32
deep_decarbonization,2022,PJM_Dom,82.95,4.78,14.43,0.72,0.06,0.19,0,102.76
deep_decarbonization,2022,PJM_NJCoast,18.49,0.85,3.59,0.22,0.01,2.23,0,20.93
deep_decarbonization,2022,PJM_NJLand,50.52,1.63,6.91,0.42,0.03,4.3,0,55.21
deep_decarbonization,2022,PJM_PECO,33.58,2.65,5.91,0.35,0.05,0.24,0,42.29
deep_decarbonization,2022,PJM_SMAC,43.26,3.67,12.29,0.53,0.06,4.02,0,55.78
deep_decarbonization,2022,PJM_WEST,278.51,14.73,35.47,2.44,0.34,1.03,0,330.47
deep_decarbonization,2022,PJM_WestMAC,67.56,2.61,5.83,0.34,0.05,0.23,0,76.16
deep_decarbonization,2022,SC_TVA,79.65,21.74,58.42,3.14,0.4,0.16,0,163.18
deep_decarbonization,2022,SC_VACA,185.98,10.89,26,1.34,0.13,0.75,0,223.6
deep_decarbonization,2025,MIS_Central,174.64,11.44,27.41,3.81,1.01,0.77,0,217.53
deep_decarbonization,2025,MIS_East,145.95,2.15,6.83,1.59,0.23,0.17,0,156.58
deep_decarbonization,2025,NY_East,96.55,3.8,11.25,1.4,0.22,2.11,0,111.11
deep_decarbonization,2025,NY_West,48.1,1.33,3.95,0.49,0.08,0.74,0,53.21
deep_decarbonization,2025,PJM_COMD,84.89,3.55,10.59,1.27,0.31,0.56,0,100.04
deep_decarbonization,2025,PJM_Delaware,14.77,0.75,2.42,0.28,0.04,0.93,0,17.33
deep_decarbonization,2025,PJM_Dom,84.96,4.99,13.76,1.47,0.2,0.19,0,105.19
deep_decarbonization,2025,PJM_NJCoast,18.6,0.96,3.52,0.44,0.05,2.23,0,21.34
deep_decarbonization,2025,PJM_NJLand,50.82,1.85,6.78,0.85,0.09,4.3,0,56.1
deep_decarbonization,2025,PJM_PECO,33.78,2.79,5.71,0.71,0.16,0.24,0,42.92
deep_decarbonization,2025,PJM_SMAC,43.52,3.94,11.82,1.27,0.18,5.49,0,55.24
deep_decarbonization,2025,PJM_WEST,287.81,15.22,33.67,4.95,1.12,1.18,0,341.58
deep_decarbonization,2025,PJM_WestMAC,67.96,2.75,5.64,0.7,0.16,0.23,0,76.98
deep_decarbonization,2025,SC_TVA,80.61,21.83,54.7,6.46,1.34,0.16,0,164.77
deep_decarbonization,2025,SC_VACA,192.19,10.89,24.09,2.76,0.43,0.75,0,229.61
deep_decarbonization,2030,MIS_Central,179.05,13.17,29.22,11.68,5.48,0.84,0,237.76
deep_decarbonization,2030,MIS_East,151.88,2.96,7.59,4.83,1.27,0.17,0,168.36
deep_decarbonization,2030,NY_East,102.99,5.72,14.98,3.28,1.15,2.11,0,126
deep_decarbonization,2030,NY_West,47.86,2.01,5.26,1.15,0.4,0.74,0,55.94
deep_decarbonization,2030,PJM_COMD,86.17,4.58,11.37,3.9,1.7,0.78,0,106.94
deep_decarbonization,2030,PJM_Delaware,14.92,1,2.63,0.74,0.2,1.22,0,18.26
deep_decarbonization,2030,PJM_Dom,88.41,5.98,14.4,4.55,1.12,0.19,0,114.26
deep_decarbonization,2030,PJM_NJCoast,18.78,1.48,4.21,1.32,0.25,2.23,0,23.81
deep_decarbonization,2030,PJM_NJLand,51.33,2.85,8.1,2.54,0.48,4.3,0,61
deep_decarbonization,2030,PJM_PECO,34.12,3.35,6.75,2.14,0.85,0.24,0,46.98
deep_decarbonization,2030,PJM_SMAC,43.95,5.1,12.9,3.18,0.97,7.54,0,58.56
deep_decarbonization,2030,PJM_WEST,303.99,17.99,35.94,15.11,6.09,1.38,0,377.74
deep_decarbonization,2030,PJM_WestMAC,68.65,3.31,6.67,2.11,0.84,0.23,0,81.35
deep_decarbonization,2030,SC_TVA,82.23,23.19,54.03,20.14,7.4,0.16,0,186.82
deep_decarbonization,2030,SC_VACA,202.99,11.5,23.74,8.59,2.35,0.75,0,248.42
deep_decarbonization,2040,MIS_Central,188.21,17.72,39.32,48.96,34.14,0.92,0,327.44
deep_decarbonization,2040,MIS_East,164.48,7.71,16.58,20.09,7.85,0.17,0,216.53
deep_decarbonization,2040,NY_East,117.19,11.4,31.99,13.18,7.19,2.11,0,178.84
deep_decarbonization,2040,NY_West,47.38,4.01,11.24,4.63,2.53,0.74,0,69.04
deep_decarbonization,2040,PJM_COMD,88.79,9.11,19.98,16.42,10.54,1.01,0,143.83
deep_decarbonization,2040,PJM_Delaware,15.22,1.49,3.32,3.04,1.25,1.58,0,22.73
deep_decarbonization,2040,PJM_Dom,95.75,7.67,16.46,19.53,7.07,0.19,0,146.29
deep_decarbonization,2040,PJM_NJCoast,19.16,2.96,7.41,5.42,1.58,2.23,0,34.29
deep_decarbonization,2040,PJM_NJLand,52.37,5.69,14.25,10.42,3.04,4.3,0,81.47
deep_decarbonization,2040,PJM_PECO,34.81,5.2,13,8.88,5.36,0.24,0,67.01
deep_decarbonization,2040,PJM_SMAC,44.84,7.63,17.78,12.95,6.06,10.49,0,78.77
deep_decarbonization,2040,PJM_WEST,339.13,26.86,54.19,63.56,38.01,1.64,0,520.1
deep_decarbonization,2040,PJM_WestMAC,70.03,5.13,12.84,8.77,5.29,0.23,0,101.83
deep_decarbonization,2040,SC_TVA,85.58,23.69,53.64,87.45,47.73,0.16,0,297.92
deep_decarbonization,2040,SC_VACA,226.46,11.7,24.34,37.38,15.43,0.75,0,314.57
deep_decarbonization,2050,MIS_Central,197.83,18.47,45.09,79.54,56.19,0.96,0,396.16
deep_decarbonization,2050,MIS_East,178.12,9.22,23.66,32.45,12.85,0.17,0,256.13
deep_decarbonization,2050,NY_East,133.35,12.96,40.06,21.53,12.03,2.11,0,217.82
deep_decarbonization,2050,NY_West,46.91,4.55,14.08,7.56,4.23,0.74,0,76.59
deep_decarbonization,2050,PJM_COMD,91.49,10.4,26.19,26.56,17.13,1.13,0,170.63
deep_decarbonization,2050,PJM_Delaware,15.53,1.63,3.5,4.9,2.11,1.83,0,25.85
deep_decarbonization,2050,PJM_Dom,103.69,8.44,17.08,32.66,11.9,0.19,0,173.58
deep_decarbonization,2050,PJM_NJCoast,19.55,3.33,9.01,8.81,2.68,2.23,0,41.15
deep_decarbonization,2050,PJM_NJLand,53.43,6.41,17.34,16.95,5.16,4.3,0,94.99
deep_decarbonization,2050,PJM_PECO,35.51,5.71,16.32,14.51,8.96,0.24,0,80.78
deep_decarbonization,2050,PJM_SMAC,45.75,8.34,19.61,20.85,10.13,12.37,0,92.31
deep_decarbonization,2050,PJM_WEST,378.34,29.25,65.68,103.82,62.83,1.81,0,638.1
deep_decarbonization,2050,PJM_WestMAC,71.44,5.64,16.12,14.33,8.85,0.23,0,116.15
deep_decarbonization,2050,SC_TVA,89.06,24.34,53.67,148.18,82,0.16,0,397.1
deep_decarbonization,2050,SC_VACA,252.64,12.23,25.18,63.27,26.79,0.75,0,379.36
deep_decarbonization_exev,2022,MIS_Central,172.05,11.1,28.82,1.88,0.31,0.71,0,213.45
deep_decarbonization_exev,2022,MIS_East,142.5,1.96,7.08,0.79,0.07,0.17,0,152.24
deep_decarbonization_exev,2022,NY_East,92.88,3.37,11.35,0.52,0.06,2.11,0,106.08
deep_decarbonization_exev,2022,NY_West,48.24,1.18,3.99,0.18,0.02,0.74,0,52.88
deep_decarbonization_exev,2022,PJM_COMD,84.13,3.29,11.08,0.63,0.1,0.38,0,98.84
deep_decarbonization_exev,2022,PJM_Delaware,14.68,0.69,2.53,0.13,0.01,0.72,0,17.32
deep_decarbonization_exev,2022,PJM_Dom,82.95,4.78,14.43,0.72,0.06,0.19,0,102.76
deep_decarbonization_exev,2022,PJM_NJCoast,18.49,0.85,3.59,0.22,0.01,2.23,0,20.93
deep_decarbonization_exev,2022,PJM_NJLand,50.52,1.63,6.91,0.42,0.03,4.3,0,55.21
deep_decarbonization_exev,2022,PJM_PECO,33.58,2.65,5.91,0.35,0.05,0.24,0,42.29
deep_decarbonization_exev,2022,PJM_SMAC,43.26,3.67,12.29,0.53,0.06,4.02,0,55.78
deep_decarbonization_exev,2022,PJM_WEST,278.51,14.73,35.47,2.44,0.34,1.03,0,330.47
deep_decarbonization_exev,2022,PJM_WestMAC,67.56,2.61,5.83,0.34,0.05,0.23,0,76.16
deep_decarbonization_exev,2022,SC_TVA,79.65,21.74,58.42,3.14,0.4,0.16,0,163.18
deep_decarbonization_exev,2022,SC_VACA,185.98,10.89,26,1.34,0.13,0.75,0,223.6
deep_decarbonization_exev,2025,MIS_Central,174.64,11.44,27.41,31.57,1.01,0.79,0,245.28
deep_decarbonization_exev,2025,MIS_East,145.95,2.15,6.83,13.16,0.23,0.17,0,168.16
deep_decarbonization_exev,2025,NY_East,96.55,3.8,11.25,8.94,0.22,2.11,0,118.65
deep_decarbonization_exev,2025,NY_West,48.1,1.33,3.95,3.14,0.08,0.74,0,55.86
deep_decarbonization_exev,2025,PJM_COMD,84.89,3.55,10.59,10.53,0.31,0.62,0,109.25
deep_decarbonization_exev,2025,PJM_Delaware,14.77,0.75,2.42,2.09,0.04,1.03,0,19.04
deep_decarbonization_exev,2025,PJM_Dom,84.96,4.99,13.76,12.17,0.2,0.19,0,115.9
deep_decarbonization_exev,2025,PJM_NJCoast,18.6,0.96,3.52,3.67,0.05,2.23,0,24.56
deep_decarbonization_exev,2025,PJM_NJLand,50.82,1.85,6.78,7.06,0.09,4.3,0,62.3
deep_decarbonization_exev,2025,PJM_PECO,33.78,2.79,5.71,5.88,0.16,0.24,0,48.08
deep_decarbonization_exev,2025,PJM_SMAC,43.52,3.94,11.82,8.94,0.18,6.14,0,62.26
deep_decarbonization_exev,2025,PJM_WEST,287.81,15.22,33.67,40.9,1.12,1.24,0,377.47
deep_decarbonization_exev,2025,PJM_WestMAC,67.96,2.75,5.64,5.8,0.16,0.23,0,82.09
deep_decarbonization_exev,2025,SC_TVA,80.61,21.83,54.7,53.63,1.34,0.16,0,211.94
deep_decarbonization_exev,2025,SC_VACA,192.19,10.89,24.09,22.85,0.43,0.75,0,249.69
deep_decarbonization_exev,2030,MIS_Central,179.05,13.17,29.22,84.24,5.48,0.91,0,310.25
deep_decarbonization_exev,2030,MIS_East,151.88,2.96,7.59,34.87,1.27,0.17,0,198.4
deep_decarbonization_exev,2030,NY_East,102.99,5.72,14.98,23.08,1.15,2.11,0,145.81
deep_decarbonization_exev,2030,NY_West,47.86,2.01,5.26,8.11,0.4,0.74,0,62.9
deep_decarbonization_exev,2030,PJM_COMD,86.17,4.58,11.37,28.14,1.7,0.98,0,130.98
deep_decarbonization_exev,2030,PJM_Delaware,14.92,1,2.63,5.35,0.2,1.52,0,22.58
deep_decarbonization_exev,2030,PJM_Dom,88.41,5.98,14.4,32.79,1.12,0.19,0,142.51
deep_decarbonization_exev,2030,PJM_NJCoast,18.78,1.48,4.21,9.5,0.25,2.23,0,32
deep_decarbonization_exev,2030,PJM_NJLand,51.33,2.85,8.1,18.29,0.48,4.3,0,76.75
deep_decarbonization_exev,2030,PJM_PECO,34.12,3.35,6.75,15.44,0.85,0.24,0,60.28
deep_decarbonization_exev,2030,PJM_SMAC,43.95,5.1,12.9,22.91,0.97,9.66,0,76.18
deep_decarbonization_exev,2030,PJM_WEST,303.99,17.99,35.94,108.99,6.09,1.59,0,471.41
deep_decarbonization_exev,2030,PJM_WestMAC,68.65,3.31,6.67,15.25,0.84,0.23,0,94.48
deep_decarbonization_exev,2030,SC_TVA,82.23,23.19,54.03,145.25,7.4,0.16,0,311.93
deep_decarbonization_exev,2030,SC_VACA,202.99,11.5,23.74,61.99,2.35,0.75,0,301.82
deep_decarbonization_exev,2040,MIS_Central,188.21,17.72,39.32,80.33,34.14,0.94,0,358.78
deep_decarbonization_exev,2040,MIS_East,164.48,7.71,16.58,32.96,7.85,0.17,0,229.4
deep_decarbonization_exev,2040,NY_East,117.19,11.4,31.99,21.62,7.19,2.11,0,187.28
deep_decarbonization_exev,2040,NY_West,47.38,4.01,11.24,7.6,2.53,0.74,0,72.01
deep_decarbonization_exev,2040,PJM_COMD,88.79,9.11,19.98,26.93,10.54,1.1,0,154.26
deep_decarbonization_exev,2040,PJM_Delaware,15.22,1.49,3.32,4.98,1.25,1.7,0,24.55
deep_decarbonization_exev,2040,PJM_Dom,95.75,7.67,16.46,32.05,7.07,0.19,0,158.81
deep_decarbonization_exev,2040,PJM_NJCoast,19.16,2.96,7.41,8.89,1.58,2.23,0,37.76
deep_decarbonization_exev,2040,PJM_NJLand,52.37,5.69,14.25,17.09,3.04,4.3,0,88.15
deep_decarbonization_exev,2040,PJM_PECO,34.81,5.2,13,14.57,5.36,0.24,0,72.7
deep_decarbonization_exev,2040,PJM_SMAC,44.84,7.63,17.78,21.25,6.06,11.42,0,86.14
deep_decarbonization_exev,2040,PJM_WEST,339.13,26.86,54.19,104.27,38.01,1.73,0,560.73
deep_decarbonization_exev,2040,PJM_WestMAC,70.03,5.13,12.84,14.39,5.29,0.23,0,107.45
deep_decarbonization_exev,2040,SC_TVA,85.58,23.69,53.64,143.48,47.73,0.16,0,353.95
deep_decarbonization_exev,2040,SC_VACA,226.46,11.7,24.34,61.33,15.43,0.75,0,338.52
deep_decarbonization_exev,2050,MIS_Central,197.83,18.47,45.09,83.59,56.19,0.96,0,400.2
deep_decarbonization_exev,2050,MIS_East,178.12,9.22,23.66,34.1,12.85,0.17,0,257.78
deep_decarbonization_exev,2050,NY_East,133.35,12.96,40.06,22.62,12.03,2.11,0,218.92
deep_decarbonization_exev,2050,NY_West,46.91,4.55,14.08,7.95,4.23,0.74,0,76.97
deep_decarbonization_exev,2050,PJM_COMD,91.49,10.4,26.19,27.91,17.13,1.14,0,171.97
deep_decarbonization_exev,2050,PJM_Delaware,15.53,1.63,3.5,5.15,2.11,1.84,0,26.08
deep_decarbonization_exev,2050,PJM_Dom,103.69,8.44,17.08,34.32,11.9,0.19,0,175.24
deep_decarbonization_exev,2050,PJM_NJCoast,19.55,3.33,9.01,9.26,2.68,2.23,0,41.6
deep_decarbonization_exev,2050,PJM_NJLand,53.43,6.41,17.34,17.81,5.16,4.3,0,95.85
deep_decarbonization_exev,2050,PJM_PECO,35.51,5.71,16.32,15.25,8.96,0.24,0,81.51
deep_decarbonization_exev,2050,PJM_SMAC,45.75,8.34,19.61,21.91,10.13,12.49,0,93.25
deep_decarbonization_exev,2050,PJM_WEST,378.34,29.25,65.68,109.1,62.83,1.82,0,643.37
deep_decarbonization_exev,2050,PJM_WestMAC,71.44,5.64,16.12,15.06,8.85,0.23,0,116.87
deep_decarbonization_exev,2050,SC_TVA,89.06,24.34,53.67,155.72,82,0.16,0,404.64
deep_decarbonization_exev,2050,SC_VACA,252.64,12.23,25.18,66.49,26.79,0.75,0,382.58
deep_decarbonizationDGS1,2022,MIS_Central,172.05,11.1,28.82,1.88,0.31,0.71,0,213.45
deep_decarbonizationDGS1,2022,MIS_East,142.5,1.96,7.08,0.79,0.07,0.17,0,152.24
deep_decarbonizationDGS1,2022,NY_East,92.88,3.37,11.35,0.52,0.06,2.11,0,106.08
deep_decarbonizationDGS1,2022,NY_West,48.24,1.18,3.99,0.18,0.02,0.74,0,52.88
deep_decarbonizationDGS1,2022,PJM_COMD,84.13,3.29,11.08,0.63,0.1,0.38,0,98.84
deep_decarbonizationDGS1,2022,PJM_Delaware,14.68,0.69,2.53,0.13,0.01,0.72,0,17.32
deep_decarbonizationDGS1,2022,PJM_Dom,82.95,4.78,14.43,0.72,0.06,0.19,0,102.76
deep_decarbonizationDGS1,2022,PJM_NJCoast,18.49,0.85,3.59,0.22,0.01,2.23,0,20.93
deep_decarbonizationDGS1,2022,PJM_NJLand,50.52,1.63,6.91,0.42,0.03,4.3,0,55.21
deep_decarbonizationDGS1,2022,PJM_PECO,33.58,2.65,5.91,0.35,0.05,0.24,0,42.29
deep_decarbonizationDGS1,2022,PJM_SMAC,43.26,3.67,12.29,0.53,0.06,4.02,0,55.78
deep_decarbonizationDGS1,2022,PJM_WEST,278.51,14.73,35.47,2.44,0.34,1.03,0,330.47
deep_decarbonizationDGS1,2022,PJM_WestMAC,67.56,2.61,5.83,0.34,0.05,0.23,0,76.16
deep_decarbonizationDGS1,2022,SC_TVA,79.65,21.74,58.42,3.14,0.4,0.16,0,163.18
deep_decarbonizationDGS1,2022,SC_VACA,185.98,10.89,26,1.34,0.13,0.75,0,223.6
deep_decarbonizationDGS1,2025,MIS_Central,174.64,11.44,27.41,3.81,1.01,0.77,0,217.53
deep_decarbonizationDGS1,2025,MIS_East,145.95,2.15,6.83,1.59,0.23,0.17,0,156.58
deep_decarbonizationDGS1,2025,NY_East,96.55,3.8,11.25,1.4,0.22,2.11,0,111.11
deep_decarbonizationDGS1,2025,NY_West,48.1,1.33,3.95,0.49,0.08,0.74,0,53.21
deep_decarbonizationDGS1,2025,PJM_COMD,84.89,3.55,10.59,1.27,0.31,0.56,0,100.04
deep_decarbonizationDGS1,2025,PJM_Delaware,14.77,0.75,2.42,0.28,0.04,0.93,0,17.33
deep_decarbonizationDGS1,2025,PJM_Dom,84.96,4.99,13.76,1.47,0.2,0.19,0,105.19
deep_decarbonizationDGS1,2025,PJM_NJCoast,18.6,0.96,3.52,0.44,0.05,3.4,0,20.17
deep_decarbonizationDGS1,2025,PJM_NJLand,50.82,1.85,6.78,0.85,0.09,6.55,0,53.85
deep_decarbonizationDGS1,2025,PJM_PECO,33.78,2.79,5.71,0.71,0.16,0.24,0,42.92
deep_decarbonizationDGS1,2025,PJM_SMAC,43.52,3.94,11.82,1.27,0.18,5.49,0,55.24
deep_decarbonizationDGS1,2025,PJM_WEST,287.81,15.22,33.67,4.95,1.12,1.18,0,341.58
deep_decarbonizationDGS1,2025,PJM_WestMAC,67.96,2.75,5.64,0.7,0.16,0.23,0,76.98
deep_decarbonizationDGS1,2025,SC_TVA,80.61,21.83,54.7,6.46,1.34,0.16,0,164.77
deep_decarbonizationDGS1,2025,SC_VACA,192.19,10.89,24.09,2.76,0.43,0.75,0,229.61
deep_decarbonizationDGS1,2030,MIS_Central,179.05,13.17,29.22,11.68,5.48,0.84,0,237.76
deep_decarbonizationDGS1,2030,MIS_East,151.88,2.96,7.59,4.83,1.27,0.17,0,168.36
deep_decarbonizationDGS1,2030,NY_East,102.99,5.72,14.98,3.28,1.15,2.11,0,126
deep_decarbonizationDGS1,2030,NY_West,47.86,2.01,5.26,1.15,0.4,0.74,0,55.94
deep_decarbonizationDGS1,2030,PJM_COMD,86.17,4.58,11.37,3.9,1.7,0.78,0,106.94
deep_decarbonizationDGS1,2030,PJM_Delaware,14.92,1,2.63,0.74,0.2,1.22,0,18.26
deep_decarbonizationDGS1,2030,PJM_Dom,88.41,5.98,14.4,4.55,1.12,0.19,0,114.26
deep_decarbonizationDGS1,2030,PJM_NJCoast,18.78,1.48,4.21,1.32,0.25,8.3,0.37,18.12
deep_decarbonizationDGS1,2030,PJM_NJLand,51.33,2.85,8.1,2.54,0.48,15.97,0.06,49.39
deep_decarbonizationDGS1,2030,PJM_PECO,34.12,3.35,6.75,2.14,0.85,0.24,0,46.98
deep_decarbonizationDGS1,2030,PJM_SMAC,43.95,5.1,12.9,3.18,0.97,7.54,0,58.56
deep_decarbonizationDGS1,2030,PJM_WEST,303.99,17.99,35.94,15.11,6.09,1.38,0,377.74
deep_decarbonizationDGS1,2030,PJM_WestMAC,68.65,3.31,6.67,2.11,0.84,0.23,0,81.35
deep_decarbonizationDGS1,2030,SC_TVA,82.23,23.19,54.03,20.14,7.4,0.16,0,186.82
deep_decarbonizationDGS1,2030,SC_VACA,202.99,11.5,23.74,8.59,2.35,0.75,0,248.42
deep_decarbonizationDGS1,2040,MIS_Central,188.21,17.72,39.32,48.96,34.14,0.92,0,327.44
deep_decarbonizationDGS1,2040,MIS_East,164.48,7.71,16.58,20.09,7.85,0.17,0,216.53
deep_decarbonizationDGS1,2040,NY_East,117.19,11.4,31.99,13.18,7.19,2.11,0,178.84
deep_decarbonizationDGS1,2040,NY_West,47.38,4.01,11.24,4.63,2.53,0.74,0,69.04
deep_decarbonizationDGS1,2040,PJM_COMD,88.79,9.11,19.98,16.42,10.54,1.01,0,143.83
deep_decarbonizationDGS1,2040,PJM_Delaware,15.22,1.49,3.32,3.04,1.25,1.58,0,22.73
