case,year,Fuel,Scenario,TechSensitivity,Total Subsidy
statedpolicy_nuclear_highngcost,2040,Offshore Wind,SP + Nuclear,High NatGas Price,31.58
statedpolicy_nuclear_highngcost,2040,Utility Solar,SP + Nuclear,High NatGas Price,3.53
statedpolicy_nuclear_highngcost,2050,Nuclear,SP + Nuclear,High NatGas Price,0
statedpolicy_nuclear_highngcost,2050,Offshore Wind,SP + Nuclear,High NatGas Price,21.26
statedpolicy_nuclear_highngcost,2050,Utility Solar,SP + Nuclear,High NatGas Price,0
statedpolicy_nuclear_highrecost,2030,Nuclear,SP + Nuclear,High RE/BESS Cost,8.49
statedpolicy_nuclear_highrecost,2030,Offshore Wind,SP + Nuclear,High RE/BESS Cost,55.16
statedpolicy_nuclear_highrecost,2030,Utility Solar,SP + Nuclear,High RE/BESS Cost,11.25
statedpolicy_nuclear_highrecost,2040,Nuclear,SP + Nuclear,High RE/BESS Cost,5.79
statedpolicy_nuclear_highrecost,2040,Offshore Wind,SP + Nuclear,High RE/BESS Cost,62.38
statedpolicy_nuclear_highrecost,2040,Utility Solar,SP + Nuclear,High RE/BESS Cost,12.99
statedpolicy_nuclear_highrecost,2050,Nuclear,SP + Nuclear,High RE/BESS Cost,0.42
statedpolicy_nuclear_highrecost,2050,Offshore Wind,SP + Nuclear,High RE/BESS Cost,54.04
statedpolicy_nuclear_highrecost,2050,Utility Solar,SP + Nuclear,High RE/BESS Cost,2.97
statedpolicy_nuclear_instaterps_doublezcfcost,2030,Nuclear,SP + Nuclear + 80% Instate,Doubled ZCF Fuel Price,8.57
statedpolicy_nuclear_instaterps_doublezcfcost,2030,Offshore Wind,SP + Nuclear + 80% Instate,Doubled ZCF Fuel Price,41.94
statedpolicy_nuclear_instaterps_doublezcfcost,2030,Utility Solar,SP + Nuclear + 80% Instate,Doubled ZCF Fuel Price,8.06
statedpolicy_nuclear_instaterps_doublezcfcost,2040,Nuclear,SP + Nuclear + 80% Instate,Doubled ZCF Fuel Price,7.1
statedpolicy_nuclear_instaterps_doublezcfcost,2040,Offshore Wind,SP + Nuclear + 80% Instate,Doubled ZCF Fuel Price,37.49
statedpolicy_nuclear_instaterps_doublezcfcost,2040,Utility Solar,SP + Nuclear + 80% Instate,Doubled ZCF Fuel Price,8.18
statedpolicy_nuclear_instaterps_doublezcfcost,2050,Nuclear,SP + Nuclear + 80% Instate,Doubled ZCF Fuel Price,0
statedpolicy_nuclear_instaterps_doublezcfcost,2050,Offshore Wind,SP + Nuclear + 80% Instate,Doubled ZCF Fuel Price,32.83
statedpolicy_nuclear_instaterps_doublezcfcost,2050,Utility Solar,SP + Nuclear + 80% Instate,Doubled ZCF Fuel Price,32.83
statedpolicy_nuclear_instaterps_highngcost,2030,Nuclear,SP + Nuclear + 80% Instate,High NatGas Price,2.64
statedpolicy_nuclear_instaterps_highngcost,2030,Offshore Wind,SP + Nuclear + 80% Instate,High NatGas Price,36.22
statedpolicy_nuclear_instaterps_highngcost,2030,Utility Solar,SP + Nuclear + 80% Instate,High NatGas Price,4.83
statedpolicy_nuclear_instaterps_highngcost,2040,Nuclear,SP + Nuclear + 80% Instate,High NatGas Price,1.78
statedpolicy_nuclear_instaterps_highngcost,2040,Offshore Wind,SP + Nuclear + 80% Instate,High NatGas Price,32.24
statedpolicy_nuclear_instaterps_highngcost,2040,Utility Solar,SP + Nuclear + 80% Instate,High NatGas Price,7.49
statedpolicy_nuclear_instaterps_highngcost,2050,Nuclear,SP + Nuclear + 80% Instate,High NatGas Price,0
statedpolicy_nuclear_instaterps_highngcost,2050,Offshore Wind,SP + Nuclear + 80% Instate,High NatGas Price,29.09
statedpolicy_nuclear_instaterps_highngcost,2050,Utility Solar,SP + Nuclear + 80% Instate,High NatGas Price,29.09
statedpolicy_nuclear_instaterps_highrecost,2030,Nuclear,SP + Nuclear + 80% Instate,High RE/BESS Cost,8.49
statedpolicy_nuclear_instaterps_highrecost,2030,Offshore Wind,SP + Nuclear + 80% Instate,High RE/BESS Cost,55.16
statedpolicy_nuclear_instaterps_highrecost,2030,Utility Solar,SP + Nuclear + 80% Instate,High RE/BESS Cost,11.25
statedpolicy_nuclear_instaterps_highrecost,2040,Nuclear,SP + Nuclear + 80% Instate,High RE/BESS Cost,6.34
statedpolicy_nuclear_instaterps_highrecost,2040,Offshore Wind,SP + Nuclear + 80% Instate,High RE/BESS Cost,63.26
statedpolicy_nuclear_instaterps_highrecost,2040,Utility Solar,SP + Nuclear + 80% Instate,High RE/BESS Cost,16.77
statedpolicy_nuclear_instaterps_highrecost,2050,Nuclear,SP + Nuclear + 80% Instate,High RE/BESS Cost,2.79
statedpolicy_nuclear_instaterps_highrecost,2050,Offshore Wind,SP + Nuclear + 80% Instate,High RE/BESS Cost,65.7
statedpolicy_nuclear_instaterps_highrecost,2050,Utility Solar,SP + Nuclear + 80% Instate,High RE/BESS Cost,65.7
statedpolicy_nuclear_instaterps_lowngcost,2030,Nuclear,SP + Nuclear + 80% Instate,Low NatGas Price,11.86
statedpolicy_nuclear_instaterps_lowngcost,2030,Offshore Wind,SP + Nuclear + 80% Instate,Low NatGas Price,45.21
statedpolicy_nuclear_instaterps_lowngcost,2030,Utility Solar,SP + Nuclear + 80% Instate,Low NatGas Price,10.13
statedpolicy_nuclear_instaterps_lowngcost,2040,Nuclear,SP + Nuclear + 80% Instate,Low NatGas Price,11.35
statedpolicy_nuclear_instaterps_lowngcost,2040,Offshore Wind,SP + Nuclear + 80% Instate,Low NatGas Price,42.12
statedpolicy_nuclear_instaterps_lowngcost,2040,Utility Solar,SP + Nuclear + 80% Instate,Low NatGas Price,12.24
statedpolicy_nuclear_instaterps_lowngcost,2050,Nuclear,SP + Nuclear + 80% Instate,Low NatGas Price,8.94
statedpolicy_nuclear_instaterps_lowngcost,2050,Offshore Wind,SP + Nuclear + 80% Instate,Low NatGas Price,42.09
statedpolicy_nuclear_instaterps_lowngcost,2050,Utility Solar,SP + Nuclear + 80% Instate,Low NatGas Price,42.09
statedpolicy_nuclear_instaterps_lowrecost,2030,Nuclear,SP + Nuclear + 80% Instate,Low RE/BESS Cost,8.58
statedpolicy_nuclear_instaterps_lowrecost,2030,Offshore Wind,SP + Nuclear + 80% Instate,Low RE/BESS Cost,35.53
statedpolicy_nuclear_instaterps_lowrecost,2030,Utility Solar,SP + Nuclear + 80% Instate,Low RE/BESS Cost,6.4
statedpolicy_nuclear_instaterps_lowrecost,2040,Nuclear,SP + Nuclear + 80% Instate,Low RE/BESS Cost,8.77
statedpolicy_nuclear_instaterps_lowrecost,2040,Offshore Wind,SP + Nuclear + 80% Instate,Low RE/BESS Cost,26.26
statedpolicy_nuclear_instaterps_lowrecost,2040,Utility Solar,SP + Nuclear + 80% Instate,Low RE/BESS Cost,5.48
statedpolicy_nuclear_instaterps_lowrecost,2050,Nuclear,SP + Nuclear + 80% Instate,Low RE/BESS Cost,6.84
statedpolicy_nuclear_instaterps_lowrecost,2050,Offshore Wind,SP + Nuclear + 80% Instate,Low RE/BESS Cost,24.11
statedpolicy_nuclear_instaterps_lowrecost,2050,Utility Solar,SP + Nuclear + 80% Instate,Low RE/BESS Cost,24.11
statedpolicy_nuclear_instaterps_mid,2030,Nuclear,SP + Nuclear + 80% Instate,Mid,8.57
statedpolicy_nuclear_instaterps_mid,2030,Offshore Wind,SP + Nuclear + 80% Instate,Mid,41.94
statedpolicy_nuclear_instaterps_mid,2030,Utility Solar,SP + Nuclear + 80% Instate,Mid,8.06
statedpolicy_nuclear_instaterps_mid,2040,Nuclear,SP + Nuclear + 80% Instate,Mid,7.13
statedpolicy_nuclear_instaterps_mid,2040,Offshore Wind,SP + Nuclear + 80% Instate,Mid,37.59
statedpolicy_nuclear_instaterps_mid,2040,Utility Solar,SP + Nuclear + 80% Instate,Mid,8.43
statedpolicy_nuclear_instaterps_mid,2050,Nuclear,SP + Nuclear + 80% Instate,Mid,3.52
statedpolicy_nuclear_instaterps_mid,2050,Offshore Wind,SP + Nuclear + 80% Instate,Mid,36.33
statedpolicy_nuclear_instaterps_mid,2050,Utility Solar,SP + Nuclear + 80% Instate,Mid,36.33
statedpolicy_nuclear_instaterps_noflexibleload,2030,Nuclear,SP + Nuclear + 80% Instate,No Flexible Load,8.34
statedpolicy_nuclear_instaterps_noflexibleload,2030,Offshore Wind,SP + Nuclear + 80% Instate,No Flexible Load,41.51
statedpolicy_nuclear_instaterps_noflexibleload,2030,Utility Solar,SP + Nuclear + 80% Instate,No Flexible Load,8.31
statedpolicy_nuclear_instaterps_noflexibleload,2040,Nuclear,SP + Nuclear + 80% Instate,No Flexible Load,7.3
statedpolicy_nuclear_instaterps_noflexibleload,2040,Offshore Wind,SP + Nuclear + 80% Instate,No Flexible Load,37.18
statedpolicy_nuclear_instaterps_noflexibleload,2040,Utility Solar,SP + Nuclear + 80% Instate,No Flexible Load,8.95
statedpolicy_nuclear_instaterps_noflexibleload,2050,Nuclear,SP + Nuclear + 80% Instate,No Flexible Load,5.26
statedpolicy_nuclear_instaterps_noflexibleload,2050,Offshore Wind,SP + Nuclear + 80% Instate,No Flexible Load,33.92
statedpolicy_nuclear_instaterps_noflexibleload,2050,Utility Solar,SP + Nuclear + 80% Instate,No Flexible Load,33.92
statedpolicy_nuclear_instaterps_nointertrans,2030,Nuclear,SP + Nuclear + 80% Instate,No Interregional Transmission Upgrade,8.74
statedpolicy_nuclear_instaterps_nointertrans,2030,Offshore Wind,SP + Nuclear + 80% Instate,No Interregional Transmission Upgrade,42.1
statedpolicy_nuclear_instaterps_nointertrans,2030,Utility Solar,SP + Nuclear + 80% Instate,No Interregional Transmission Upgrade,7.43
statedpolicy_nuclear_instaterps_nointertrans,2040,Nuclear,SP + Nuclear + 80% Instate,No Interregional Transmission Upgrade,8.11
statedpolicy_nuclear_instaterps_nointertrans,2040,Offshore Wind,SP + Nuclear + 80% Instate,No Interregional Transmission Upgrade,36.85
statedpolicy_nuclear_instaterps_nointertrans,2040,Utility Solar,SP + Nuclear + 80% Instate,No Interregional Transmission Upgrade,7.52
statedpolicy_nuclear_instaterps_nointertrans,2050,Nuclear,SP + Nuclear + 80% Instate,No Interregional Transmission Upgrade,6.73
statedpolicy_nuclear_instaterps_nointertrans,2050,Offshore Wind,SP + Nuclear + 80% Instate,No Interregional Transmission Upgrade,35.6
statedpolicy_nuclear_instaterps_nointertrans,2050,Utility Solar,SP + Nuclear + 80% Instate,No Interregional Transmission Upgrade,35.6
statedpolicy_nuclear_lowngcost,2030,Nuclear,SP + Nuclear,Low NatGas Price,11.86
statedpolicy_nuclear_lowngcost,2030,Offshore Wind,SP + Nuclear,Low NatGas Price,45.21
statedpolicy_nuclear_lowngcost,2030,Utility Solar,SP + Nuclear,Low NatGas Price,10.13
statedpolicy_nuclear_lowngcost,2040,Nuclear,SP + Nuclear,Low NatGas Price,10.58
statedpolicy_nuclear_lowngcost,2040,Offshore Wind,SP + Nuclear,Low NatGas Price,40.74
statedpolicy_nuclear_lowngcost,2040,Utility Solar,SP + Nuclear,Low NatGas Price,8.73
statedpolicy_nuclear_lowngcost,2050,Nuclear,SP + Nuclear,Low NatGas Price,6.6
statedpolicy_nuclear_lowngcost,2050,Offshore Wind,SP + Nuclear,Low NatGas Price,31.27
statedpolicy_nuclear_lowngcost,2050,Utility Solar,SP + Nuclear,Low NatGas Price,3.73
statedpolicy_nuclear_lowrecost,2030,Nuclear,SP + Nuclear,Low RE/BESS Cost,8.58
statedpolicy_nuclear_lowrecost,2030,Offshore Wind,SP + Nuclear,Low RE/BESS Cost,35.53
statedpolicy_nuclear_lowrecost,2030,Utility Solar,SP + Nuclear,Low RE/BESS Cost,6.4
statedpolicy_nuclear_lowrecost,2040,Nuclear,SP + Nuclear,Low RE/BESS Cost,8.19
statedpolicy_nuclear_lowrecost,2040,Offshore Wind,SP + Nuclear,Low RE/BESS Cost,25.6
statedpolicy_nuclear_lowrecost,2040,Utility Solar,SP + Nuclear,Low RE/BESS Cost,2.62
statedpolicy_nuclear_lowrecost,2050,Nuclear,SP + Nuclear,Low RE/BESS Cost,4.21
statedpolicy_nuclear_lowrecost,2050,Offshore Wind,SP + Nuclear,Low RE/BESS Cost,15.69
statedpolicy_nuclear_lowrecost,2050,Utility Solar,SP + Nuclear,Low RE/BESS Cost,0
statedpolicy_nuclear_mid,2030,Nuclear,SP + Nuclear,Mid,8.57
statedpolicy_nuclear_mid,2030,Offshore Wind,SP + Nuclear,Mid,41.94
statedpolicy_nuclear_mid,2030,Utility Solar,SP + Nuclear,Mid,8.06
statedpolicy_nuclear_mid,2040,Nuclear,SP + Nuclear,Mid,6.37
statedpolicy_nuclear_mid,2040,Offshore Wind,SP + Nuclear,Mid,36.36
statedpolicy_nuclear_mid,2040,Utility Solar,SP + Nuclear,Mid,4.78
statedpolicy_nuclear_mid,2050,Nuclear,SP + Nuclear,Mid,1.36
statedpolicy_nuclear_mid,2050,Offshore Wind,SP + Nuclear,Mid,26.63
statedpolicy_nuclear_mid,2050,Utility Solar,SP + Nuclear,Mid,1.02
statedpolicy_nuclear_noflexibleload,2030,Nuclear,SP + Nuclear,No Flexible Load,8.34
statedpolicy_nuclear_noflexibleload,2030,Offshore Wind,SP + Nuclear,No Flexible Load,41.51
statedpolicy_nuclear_noflexibleload,2030,Utility Solar,SP + Nuclear,No Flexible Load,8.31
statedpolicy_nuclear_noflexibleload,2040,Nuclear,SP + Nuclear,No Flexible Load,6.57
statedpolicy_nuclear_noflexibleload,2040,Offshore Wind,SP + Nuclear,No Flexible Load,36.19
statedpolicy_nuclear_noflexibleload,2040,Utility Solar,SP + Nuclear,No Flexible Load,5.69
statedpolicy_nuclear_noflexibleload,2050,Nuclear,SP + Nuclear,No Flexible Load,1.95
statedpolicy_nuclear_noflexibleload,2050,Offshore Wind,SP + Nuclear,No Flexible Load,26.34
statedpolicy_nuclear_noflexibleload,2050,Utility Solar,SP + Nuclear,No Flexible Load,1.43
statedpolicy_nuclear_nointertrans,2030,Nuclear,SP + Nuclear,No Interregional Transmission Upgrade,8.74
statedpolicy_nuclear_nointertrans,2030,Offshore Wind,SP + Nuclear,No Interregional Transmission Upgrade,42.1
statedpolicy_nuclear_nointertrans,2030,Utility Solar,SP + Nuclear,No Interregional Transmission Upgrade,7.43
statedpolicy_nuclear_nointertrans,2040,Nuclear,SP + Nuclear,No Interregional Transmission Upgrade,7.43
statedpolicy_nuclear_nointertrans,2040,Offshore Wind,SP + Nuclear,No Interregional Transmission Upgrade,35.84
statedpolicy_nuclear_nointertrans,2040,Utility Solar,SP + Nuclear,No Interregional Transmission Upgrade,4.07
statedpolicy_nuclear_nointertrans,2050,Nuclear,SP + Nuclear,No Interregional Transmission Upgrade,5.79
statedpolicy_nuclear_nointertrans,2050,Offshore Wind,SP + Nuclear,No Interregional Transmission Upgrade,27.96
statedpolicy_nuclear_nointertrans,2050,Utility Solar,SP + Nuclear,No Interregional Transmission Upgrade,0.4
currentpolicy_doublezcfcost,2030,Nuclear,Stated Policy (SP),Doubled ZCF Fuel Price,8.57
currentpolicy_doublezcfcost,2030,Offshore Wind,Stated Policy (SP),Doubled ZCF Fuel Price,41.94
currentpolicy_doublezcfcost,2030,Utility Solar,Stated Policy (SP),Doubled ZCF Fuel Price,8.06
currentpolicy_doublezcfcost,2040,Offshore Wind,Stated Policy (SP),Doubled ZCF Fuel Price,35.15
currentpolicy_doublezcfcost,2040,Utility Solar,Stated Policy (SP),Doubled ZCF Fuel Price,3.45
currentpolicy_doublezcfcost,2050,Offshore Wind,Stated Policy (SP),Doubled ZCF Fuel Price,20.2
currentpolicy_doublezcfcost,2050,Utility Solar,Stated Policy (SP),Doubled ZCF Fuel Price,0.81
currentpolicy_highngcost,2030,Nuclear,Stated Policy (SP),High NatGas Price,2.64
currentpolicy_highngcost,2030,Offshore Wind,Stated Policy (SP),High NatGas Price,36.22
currentpolicy_highngcost,2030,Utility Solar,Stated Policy (SP),High NatGas Price,4.83
currentpolicy_highngcost,2040,Offshore Wind,Stated Policy (SP),High NatGas Price,30.56
currentpolicy_highngcost,2040,Utility Solar,Stated Policy (SP),High NatGas Price,2.82
currentpolicy_highngcost,2050,Offshore Wind,Stated Policy (SP),High NatGas Price,20.24
currentpolicy_highngcost,2050,Utility Solar,Stated Policy (SP),High NatGas Price,0
currentpolicy_highrecost,2030,Nuclear,Stated Policy (SP),High RE/BESS Cost,8.49
currentpolicy_highrecost,2030,Offshore Wind,Stated Policy (SP),High RE/BESS Cost,55.16
currentpolicy_highrecost,2030,Utility Solar,Stated Policy (SP),High RE/BESS Cost,11.25
currentpolicy_highrecost,2040,Offshore Wind,Stated Policy (SP),High RE/BESS Cost,61.72
currentpolicy_highrecost,2040,Utility Solar,Stated Policy (SP),High RE/BESS Cost,12.09
currentpolicy_highrecost,2050,Offshore Wind,Stated Policy (SP),High RE/BESS Cost,52.87
currentpolicy_highrecost,2050,Utility Solar,Stated Policy (SP),High RE/BESS Cost,2.9
currentpolicy_lowngcost,2030,Nuclear,Stated Policy (SP),Low NatGas Price,11.86
currentpolicy_lowngcost,2030,Offshore Wind,Stated Policy (SP),Low NatGas Price,45.21
currentpolicy_lowngcost,2030,Utility Solar,Stated Policy (SP),Low NatGas Price,10.13
currentpolicy_lowngcost,2040,Offshore Wind,Stated Policy (SP),Low NatGas Price,40.01
currentpolicy_lowngcost,2040,Utility Solar,Stated Policy (SP),Low NatGas Price,7.91
currentpolicy_lowngcost,2050,Offshore Wind,Stated Policy (SP),Low NatGas Price,29.81
currentpolicy_lowngcost,2050,Utility Solar,Stated Policy (SP),Low NatGas Price,3.71
currentpolicy_lowrecost,2030,Nuclear,Stated Policy (SP),Low RE/BESS Cost,8.58
currentpolicy_lowrecost,2030,Offshore Wind,Stated Policy (SP),Low RE/BESS Cost,35.53
currentpolicy_lowrecost,2030,Utility Solar,Stated Policy (SP),Low RE/BESS Cost,6.4
currentpolicy_lowrecost,2040,Offshore Wind,Stated Policy (SP),Low RE/BESS Cost,24.85
currentpolicy_lowrecost,2040,Utility Solar,Stated Policy (SP),Low RE/BESS Cost,2.27
currentpolicy_lowrecost,2050,Offshore Wind,Stated Policy (SP),Low RE/BESS Cost,15.46
currentpolicy_lowrecost,2050,Utility Solar,Stated Policy (SP),Low RE/BESS Cost,0
currentpolicy_mid,2030,Nuclear,Stated Policy (SP),Mid,8.57
currentpolicy_mid,2030,Offshore Wind,Stated Policy (SP),Mid,41.94
currentpolicy_mid,2030,Utility Solar,Stated Policy (SP),Mid,8.06
currentpolicy_mid,2040,Offshore Wind,Stated Policy (SP),Mid,35.34
currentpolicy_mid,2040,Utility Solar,Stated Policy (SP),Mid,3.88
currentpolicy_mid,2050,Offshore Wind,Stated Policy (SP),Mid,25.76
currentpolicy_mid,2050,Utility Solar,Stated Policy (SP),Mid,0.8
currentpolicy_noflexibleload,2030,Nuclear,Stated Policy (SP),No Flexible Load,8.34
currentpolicy_noflexibleload,2030,Offshore Wind,Stated Policy (SP),No Flexible Load,41.51
currentpolicy_noflexibleload,2030,Utility Solar,Stated Policy (SP),No Flexible Load,8.31
currentpolicy_noflexibleload,2040,Offshore Wind,Stated Policy (SP),No Flexible Load,35.2
currentpolicy_noflexibleload,2040,Utility Solar,Stated Policy (SP),No Flexible Load,4.61
currentpolicy_noflexibleload,2050,Offshore Wind,Stated Policy (SP),No Flexible Load,24.22
currentpolicy_noflexibleload,2050,Utility Solar,Stated Policy (SP),No Flexible Load,1.22
currentpolicy_nointertrans,2030,Nuclear,Stated Policy (SP),No Interregional Transmission Upgrade,8.74
currentpolicy_nointertrans,2030,Offshore Wind,Stated Policy (SP),No Interregional Transmission Upgrade,42.1
currentpolicy_nointertrans,2030,Utility Solar,Stated Policy (SP),No Interregional Transmission Upgrade,7.43
currentpolicy_nointertrans,2040,Offshore Wind,Stated Policy (SP),No Interregional Transmission Upgrade,34.88
currentpolicy_nointertrans,2040,Utility Solar,Stated Policy (SP),No Interregional Transmission Upgrade,2.85
currentpolicy_nointertrans,2050,Offshore Wind,Stated Policy (SP),No Interregional Transmission Upgrade,26.74
currentpolicy_nointertrans,2050,Utility Solar,Stated Policy (SP),No Interregional Transmission Upgrade,0.14
currentpolicy_doublezcfcost,2030,DG Solar,Current Policy (CP),Doubled ZCF Fuel Price,75.06
currentpolicy_doublezcfcost,2040,DG Solar,Current Policy (CP),Doubled ZCF Fuel Price,
currentpolicy_doublezcfcost,2050,DG Solar,Current Policy (CP),Doubled ZCF Fuel Price,
currentpolicy_highngcost,2030,DG Solar,Current Policy (CP),High NatGas Price,69.96
currentpolicy_highngcost,2040,DG Solar,Current Policy (CP),High NatGas Price,
currentpolicy_highngcost,2050,DG Solar,Current Policy (CP),High NatGas Price,
currentpolicy_highrecost,2030,DG Solar,Current Policy (CP),High RE/BESS Cost,103.24
currentpolicy_highrecost,2040,DG Solar,Current Policy (CP),High RE/BESS Cost,
currentpolicy_highrecost,2050,DG Solar,Current Policy (CP),High RE/BESS Cost,
currentpolicy_lowngcost,2030,DG Solar,Current Policy (CP),Low NatGas Price,77.91
currentpolicy_lowngcost,2040,DG Solar,Current Policy (CP),Low NatGas Price,
currentpolicy_lowngcost,2050,DG Solar,Current Policy (CP),Low NatGas Price,
currentpolicy_lowrecost,2030,DG Solar,Current Policy (CP),Low RE/BESS Cost,66.17
currentpolicy_lowrecost,2040,DG Solar,Current Policy (CP),Low RE/BESS Cost,
currentpolicy_lowrecost,2050,DG Solar,Current Policy (CP),Low RE/BESS Cost,
currentpolicy_mid,2030,DG Solar,Current Policy (CP),Mid,75.06
currentpolicy_mid,2040,DG Solar,Current Policy (CP),Mid,
currentpolicy_mid,2050,DG Solar,Current Policy (CP),Mid,
currentpolicy_noflexibleload,2030,DG Solar,Current Policy (CP),No Flexible Load,75.31
currentpolicy_noflexibleload,2040,DG Solar,Current Policy (CP),No Flexible Load,
currentpolicy_noflexibleload,2050,DG Solar,Current Policy (CP),No Flexible Load,
currentpolicy_nointertrans,2030,DG Solar,Current Policy (CP),No Interregional Transmission Upgrade,74.94
currentpolicy_nointertrans,2040,DG Solar,Current Policy (CP),No Interregional Transmission Upgrade,
currentpolicy_nointertrans,2050,DG Solar,Current Policy (CP),No Interregional Transmission Upgrade,
deepdecarbonization_dgsolar_doublezcfcost,2030,DG Solar,DD + High Solar,Doubled ZCF Fuel Price,68.76
deepdecarbonization_dgsolar_doublezcfcost,2040,DG Solar,DD + High Solar,Doubled ZCF Fuel Price,44.44
deepdecarbonization_dgsolar_doublezcfcost,2050,DG Solar,DD + High Solar,Doubled ZCF Fuel Price,38.22
deepdecarbonization_dgsolar_highngcost,2030,DG Solar,DD + High Solar,High NatGas Price,68.49
deepdecarbonization_dgsolar_highngcost,2040,DG Solar,DD + High Solar,High NatGas Price,44.17
deepdecarbonization_dgsolar_highngcost,2050,DG Solar,DD + High Solar,High NatGas Price,37.15
deepdecarbonization_dgsolar_highrecost,2030,DG Solar,DD + High Solar,High RE/BESS Cost,93.97
deepdecarbonization_dgsolar_highrecost,2040,DG Solar,DD + High Solar,High RE/BESS Cost,75.95
deepdecarbonization_dgsolar_highrecost,2050,DG Solar,DD + High Solar,High RE/BESS Cost,56.34
deepdecarbonization_dgsolar_instaterps_doublezcfcost,2030,DG Solar,DD + High Solar + 80% Instate,Doubled ZCF Fuel Price,68.76
deepdecarbonization_dgsolar_instaterps_doublezcfcost,2040,DG Solar,DD + High Solar + 80% Instate,Doubled ZCF Fuel Price,44.44
deepdecarbonization_dgsolar_instaterps_doublezcfcost,2050,DG Solar,DD + High Solar + 80% Instate,Doubled ZCF Fuel Price,38.22
deepdecarbonization_dgsolar_instaterps_highngcost,2030,DG Solar,DD + High Solar + 80% Instate,High NatGas Price,68.49
deepdecarbonization_dgsolar_instaterps_highngcost,2040,DG Solar,DD + High Solar + 80% Instate,High NatGas Price,44.17
deepdecarbonization_dgsolar_instaterps_highngcost,2050,DG Solar,DD + High Solar + 80% Instate,High NatGas Price,37.17
deepdecarbonization_dgsolar_instaterps_highrecost,2030,DG Solar,DD + High Solar + 80% Instate,High RE/BESS Cost,93.97
deepdecarbonization_dgsolar_instaterps_highrecost,2040,DG Solar,DD + High Solar + 80% Instate,High RE/BESS Cost,75.95
deepdecarbonization_dgsolar_instaterps_highrecost,2050,DG Solar,DD + High Solar + 80% Instate,High RE/BESS Cost,57
deepdecarbonization_dgsolar_instaterps_lowngcost,2030,DG Solar,DD + High Solar + 80% Instate,Low NatGas Price,68.45
deepdecarbonization_dgsolar_instaterps_lowngcost,2040,DG Solar,DD + High Solar + 80% Instate,Low NatGas Price,44.28
deepdecarbonization_dgsolar_instaterps_lowngcost,2050,DG Solar,DD + High Solar + 80% Instate,Low NatGas Price,37.98
deepdecarbonization_dgsolar_instaterps_lowrecost,2030,DG Solar,DD + High Solar + 80% Instate,Low RE/BESS Cost,62.09
deepdecarbonization_dgsolar_instaterps_lowrecost,2040,DG Solar,DD + High Solar + 80% Instate,Low RE/BESS Cost,32.39
deepdecarbonization_dgsolar_instaterps_lowrecost,2050,DG Solar,DD + High Solar + 80% Instate,Low RE/BESS Cost,24.43
deepdecarbonization_dgsolar_instaterps_mid,2030,DG Solar,DD + High Solar + 80% Instate,Mid,68.76
deepdecarbonization_dgsolar_instaterps_mid,2040,DG Solar,DD + High Solar + 80% Instate,Mid,44.29
deepdecarbonization_dgsolar_instaterps_mid,2050,DG Solar,DD + High Solar + 80% Instate,Mid,36.92
deepdecarbonization_dgsolar_instaterps_noflexibleload,2030,DG Solar,DD + High Solar + 80% Instate,No Flexible Load,69.03
deepdecarbonization_dgsolar_instaterps_noflexibleload,2040,DG Solar,DD + High Solar + 80% Instate,No Flexible Load,42.66
deepdecarbonization_dgsolar_instaterps_noflexibleload,2050,DG Solar,DD + High Solar + 80% Instate,No Flexible Load,34.82
deepdecarbonization_dgsolar_instaterps_nointertrans,2030,DG Solar,DD + High Solar + 80% Instate,No Interregional Transmission Upgrade,68.67
deepdecarbonization_dgsolar_instaterps_nointertrans,2040,DG Solar,DD + High Solar + 80% Instate,No Interregional Transmission Upgrade,44.21
deepdecarbonization_dgsolar_instaterps_nointertrans,2050,DG Solar,DD + High Solar + 80% Instate,No Interregional Transmission Upgrade,37.29
deepdecarbonization_dgsolar_lowngcost,2030,DG Solar,DD + High Solar,Low NatGas Price,68.45
deepdecarbonization_dgsolar_lowngcost,2040,DG Solar,DD + High Solar,Low NatGas Price,44.29
deepdecarbonization_dgsolar_lowngcost,2050,DG Solar,DD + High Solar,Low NatGas Price,37.92
deepdecarbonization_dgsolar_lowrecost,2030,DG Solar,DD + High Solar,Low RE/BESS Cost,62.09
deepdecarbonization_dgsolar_lowrecost,2040,DG Solar,DD + High Solar,Low RE/BESS Cost,32.38
deepdecarbonization_dgsolar_lowrecost,2050,DG Solar,DD + High Solar,Low RE/BESS Cost,24.43
deepdecarbonization_dgsolar_mid,2030,DG Solar,DD + High Solar,Mid,68.76
deepdecarbonization_dgsolar_mid,2040,DG Solar,DD + High Solar,Mid,44.29
deepdecarbonization_dgsolar_mid,2050,DG Solar,DD + High Solar,Mid,36.92
deepdecarbonization_dgsolar_noflexibleload,2030,DG Solar,DD + High Solar,No Flexible Load,69.03
deepdecarbonization_dgsolar_noflexibleload,2040,DG Solar,DD + High Solar,No Flexible Load,42.66
deepdecarbonization_dgsolar_noflexibleload,2050,DG Solar,DD + High Solar,No Flexible Load,34.82
deepdecarbonization_dgsolar_nointertrans,2030,DG Solar,DD + High Solar,No Interregional Transmission Upgrade,68.67
deepdecarbonization_dgsolar_nointertrans,2040,DG Solar,DD + High Solar,No Interregional Transmission Upgrade,44.21
deepdecarbonization_dgsolar_nointertrans,2050,DG Solar,DD + High Solar,No Interregional Transmission Upgrade,37.29
